author;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;year_of_construction;living_meters;kitchen_meters;phone;district;street;underground;residential_complex
Новосёл;https://ekb.cian.ru/sale/flat/292536613/;Екатеринбург;sale;flat;5;5;1;30.0;2750000;1975;18.0;6.0;+79122913369;Октябрьский;Белоярская;;
Стройтэк;https://ekb.cian.ru/sale/flat/290869971/;Екатеринбург;sale;flat;4;18;2;53.72;6620000;2024;23.0;13.0;+73432261797;Железнодорожный;Сортировочный жилрайон;Уральская;Абрикос ЖК
Диал;https://ekb.cian.ru/sale/flat/292202717/;Екатеринбург;sale;flat;16;16;1;41.8;3999000;2011;19.0;9.0;+79122626707;Железнодорожный;Майкопская;;
Стройтэк;https://ekb.cian.ru/sale/flat/283206735/;Екатеринбург;sale;flat;11;27;1;42.91;6800000;2024;13.0;16.0;+73432261741;Кировский;Раевского;Уральская;Современник
Диал;https://ekb.cian.ru/sale/flat/291735047/;Екатеринбург;sale;flat;1;9;1;33.3;3950000;2008;17.0;8.0;+79826904570;Орджоникидзевский;Восстания;;
АТОМ;https://ekb.cian.ru/sale/flat/293471415/;Екатеринбург;sale;flat;14;22;1;44.34;6800000;2025;-1;-1;+73432261798;Орджоникидзевский;;Уралмаш;Северное Сияние ЖК
Новосёл;https://ekb.cian.ru/sale/flat/293149838/;Екатеринбург;sale;flat;2;9;1;43.0;4250000;2022;12.0;22.0;+79826513715;;;;
Стройтэк;https://ekb.cian.ru/sale/flat/279647092/;Екатеринбург;sale;flat;1;27;1;44.87;6954850;2022;16.0;17.0;+73432261693;Орджоникидзевский;проспект Космонавтов;Машиностроителей;Атмосфера
Диал;https://ekb.cian.ru/sale/flat/293127624/;Екатеринбург;sale;flat;1;9;2;48.0;4300000;1986;30.0;7.0;+79126718373;Верх-Исетский;Черепанова;;
ПИК;https://ekb.cian.ru/sale/flat/283860082/;Екатеринбург;sale;flat;13;25;2;53.9;6953100;2025;23.0;17.0;+73432261629;Железнодорожный;;Уральская;Космонавтов 11 ЖК
Диал;https://ekb.cian.ru/sale/flat/293527882/;Екатеринбург;sale;flat;1;10;3;63.4;5690000;2005;39.0;8.0;+79126316275;Чкаловский;Водная;Чкаловская;
45-й квартал;https://ekb.cian.ru/sale/flat/287668479/;Екатеринбург;sale;flat;1;4;2;50.7;6996600;2023;-1;-1;+73432261856;Ленинский;;Чкаловская;Твоя Привилегия ЖК
Этажи Екатеринбург;https://ekb.cian.ru/sale/flat/282686585/;Екатеринбург;sale;flat;1;6;3;69.8;5800000;2006;-1;12.0;+79826513271;Чкаловский;Походная;;
Эталон;https://ekb.cian.ru/sale/flat/283487530/;Екатеринбург;sale;flat;1;22;3;60.28;7086424;2024;37.0;4.0;+73432261658;Железнодорожный;Сортировочный жилрайон;Уральская;Раута ЖК
Новосёл;https://ekb.cian.ru/sale/flat/292911735/;Екатеринбург;sale;flat;8;12;3;74.3;9280008;2020;49.0;21.0;+79827408357;Чкаловский;Мраморская;Ботаническая;
РСГ-Академическое;https://ekb.cian.ru/sale/flat/292585141/;Екатеринбург;sale;flat;4;12;3;64.71;7226771;2025;-1;-1;+73432261781;;;Чкаловская;
Диал;https://ekb.cian.ru/sale/flat/293030721/;Екатеринбург;sale;flat;12;18;3;98.1;12600000;2006;64.0;10.0;+79126902122;Ленинский;Ясная;;
Стройтэк;https://ekb.cian.ru/sale/flat/292755036/;Екатеринбург;sale;flat;1;18;3;62.78;7290000;2024;33.0;13.0;+73432261797;Железнодорожный;Сортировочный жилрайон;Уральская;Абрикос ЖК
Диал;https://ekb.cian.ru/sale/flat/293508479/;Екатеринбург;sale;flat;2;18;3;116.0;12500000;2007;71.0;12.0;+79126926475;Автовокзал;Белинского;Чкаловская;
Астон;https://ekb.cian.ru/sale/flat/291729013/;Екатеринбург;sale;flat;20;23;2;53.2;7250000;2023;-1;-1;+73432261654;Чкаловский;;Ботаническая;Астон Сезоны ЖК
Диал;https://ekb.cian.ru/sale/flat/291999734/;Екатеринбург;sale;flat;14;20;2;54.5;6540000;2018;26.0;15.0;+79826884558;Чкаловский;Инженерная;;
РСГ-Академическое;https://ekb.cian.ru/sale/flat/285594397/;Екатеринбург;sale;flat;1;9;2;71.5;7444663;2025;-1;-1;+73432261766;;;Чкаловская;Первый Академ ЖК
Диал;https://ekb.cian.ru/sale/flat/292472361/;Екатеринбург;sale;flat;9;14;3;130.0;14500000;2008;69.0;18.0;+79826903238;Орджоникидзевский;Бабушкина;;
Эталон;https://ekb.cian.ru/sale/flat/292190306/;Екатеринбург;sale;flat;19;25;2;53.06;7379483;2024;26.0;10.0;+73432261761;Октябрьский;Южный жилрайон;Ботаническая;Суомен Ранта ЖК
Новосёл;https://ekb.cian.ru/sale/flat/293297779/;Екатеринбург;sale;flat;1;2;2;51.2;3850000;1950;29.0;7.0;+79826513715;Железнодорожный;Коуровская;Уральская;
Стройтэк;https://ekb.cian.ru/sale/flat/288693811/;Екатеринбург;sale;flat;2;25;2;50.69;7451430;2025;24.0;11.0;+73432261779;Чкаловский;;;Грин Гарден ЖК
Новосёл;https://ekb.cian.ru/sale/flat/293672172/;Екатеринбург;sale;flat;5;15;1;39.0;5450000;2019;15.0;13.0;+79826513715;Верх-Исетский;Крауля;Геологическая;Янтарная Долина
Страна Девелопмент;https://ekb.cian.ru/sale/flat/288759629/;Екатеринбург;sale;flat;2;32;3;53.82;7540000;2025;-1;-1;+73432261784;Октябрьский;;Ботаническая;Сибирский Сад ЖК
Уральский Дом Недвижимости;https://ekb.cian.ru/sale/flat/292431068/;Екатеринбург;sale;flat;1;9;3;54.7;5990000;1975;36.0;8.0;+79827417626;Чкаловский;Олега Кошевого;;
РСГ-Академическое;https://ekb.cian.ru/sale/flat/293697935/;Екатеринбург;sale;flat;4;10;3;67.24;7541472;2025;-1;-1;+73432261773;;;Чкаловская;Кварталы Конструктивизма ЖК
Диал;https://ekb.cian.ru/sale/flat/293233458/;Екатеринбург;sale;flat;3;5;2;41.4;2300000;1972;27.0;6.0;+79126902135;;;;
АТОМ;https://ekb.cian.ru/sale/flat/293802482/;Екатеринбург;sale;flat;18;26;2;62.49;7500000;2024;-1;-1;+73432261830;Орджоникидзевский;Краснофлотцев;Проспект Космонавтов;Квартал Энтузиастов
Этажи Екатеринбург;https://ekb.cian.ru/sale/flat/283549127/;Екатеринбург;sale;flat;1;5;3;58.1;3500000;1995;-1;6.0;+79126917732;;;;
АТОМ;https://ekb.cian.ru/sale/flat/291770961/;Екатеринбург;sale;flat;17;20;2;63.96;7600000;2025;-1;-1;+73432261834;Чкаловский;;Ботаническая;Просторы ЖК
Диал;https://ekb.cian.ru/sale/flat/293414474/;Екатеринбург;sale;flat;5;5;3;42.0;3950000;1964;29.0;5.0;+79126902135;Орджоникидзевский;Донская;Уралмаш;
РСГ-Академическое;https://ekb.cian.ru/sale/flat/293907747/;Екатеринбург;sale;flat;18;31;3;66.69;7833514;2024;-1;-1;+73432261665;;;Чкаловская;
Диал;https://ekb.cian.ru/sale/flat/293527886/;Екатеринбург;sale;flat;2;4;3;66.8;6300000;1958;45.0;8.0;+79120301868;Верх-Исетский;Гурзуфская;;
РСГ-Академическое;https://ekb.cian.ru/sale/flat/292148714/;Екатеринбург;sale;flat;1;15;3;82.4;7810800;2021;-1;-1;+73432261708;;;Чкаловская;
РиэлПроф;https://ekb.cian.ru/sale/flat/293834207/;Екатеринбург;sale;flat;10;10;2;59.0;5700000;2011;27.0;16.0;+79126525164;;;;
Стройтэк;https://ekb.cian.ru/sale/flat/279287094/;Екатеринбург;sale;flat;13;17;3;67.96;7955868;2023;42.0;9.0;+73432261852;;;Чкаловская;Рио ЖК
Обмен.рф - Брусника Обмен;https://ekb.cian.ru/sale/flat/293902154/;Екатеринбург;sale;flat;5;10;2;56.4;5290000;2009;40.0;-1;+79122631024;Железнодорожный;Ангарская;;
ПИК;https://ekb.cian.ru/sale/flat/287469790/;Екатеринбург;sale;flat;4;16;3;85.7;8492870;2025;45.0;16.0;+73432261629;Железнодорожный;;Уральская;Космонавтов 11 ЖК
Обмен.рф - Брусника Обмен;https://ekb.cian.ru/sale/flat/293884204/;Екатеринбург;sale;flat;5;13;2;60.2;5600000;2014;36.0;-1;+79122631024;;;;
Астон;https://ekb.cian.ru/sale/flat/291306582/;Екатеринбург;sale;flat;4;31;2;55.8;8417399;2023;-1;-1;+73432261743;Ленинский;Амундсена;Чкаловская;Астон. Событие
Обмен.рф - Брусника Обмен;https://ekb.cian.ru/sale/flat/293839889/;Екатеринбург;sale;flat;9;25;1;27.2;3260000;-1;20.0;-1;+79122631024;Чкаловский;Рощинская;;
АТОМ;https://ekb.cian.ru/sale/flat/293471442/;Екатеринбург;sale;flat;19;22;2;60.0;8500000;2025;-1;-1;+73432261798;Орджоникидзевский;;Уралмаш;Северное Сияние ЖК
Обмен.рф - Брусника Обмен;https://ekb.cian.ru/sale/flat/293884207/;Екатеринбург;sale;flat;7;9;2;52.7;4590000;1995;33.0;-1;+79122631024;Железнодорожный;Соликамская;;
Эталон;https://ekb.cian.ru/sale/flat/292190354/;Екатеринбург;sale;flat;4;25;3;69.94;8545347;2024;38.0;12.0;+73432261761;Октябрьский;Южный жилрайон;Ботаническая;Суомен Ранта ЖК
Обмен.рф - Брусника Обмен;https://ekb.cian.ru/sale/flat/293902152/;Екатеринбург;sale;flat;15;15;2;55.5;5490000;2014;30.0;-1;+79122631024;;;;
Союз;https://ekb.cian.ru/sale/flat/293614746/;Екатеринбург;sale;flat;6;14;3;75.67;8543000;2025;40.0;12.0;+73432261738;;;Чкаловская;
Квадраты;https://ekb.cian.ru/sale/flat/287391510/;Екатеринбург;sale;flat;3;12;1;17.8;3000000;-1;-1;-1;+79826206295;Центр;8 Марта;Геологическая;
Стройтэк;https://ekb.cian.ru/sale/flat/291692385/;Екатеринбург;sale;flat;4;27;2;58.06;8600000;2024;21.0;11.0;+73432261741;Кировский;Раевского;Уральская;Современник
Свои Люди;https://ekb.cian.ru/sale/flat/291456409/;Екатеринбург;sale;flat;4;25;1;31.2;3499000;2022;-1;8.0;+79826307724;Чкаловский;Светлый мкр;;
АТОМ;https://ekb.cian.ru/sale/flat/286803275/;Екатеринбург;sale;flat;6;12;2;63.75;8850000;2026;-1;-1;+73432261667;Верх-Исетский;переулок Ударников;Площадь 1905 года;REPIN TOWERS
НОВОСЁЛ;https://ekb.cian.ru/sale/flat/292488316/;Екатеринбург;sale;flat;8;9;3;64.0;5599000;1995;38.0;12.0;+79126919175;Железнодорожный;Соликамская;Уральская;
45-й квартал;https://ekb.cian.ru/sale/flat/292905935/;Екатеринбург;sale;flat;1;4;3;71.29;9838020;2023;-1;-1;+73432261856;Ленинский;;Чкаловская;Твоя Привилегия ЖК
РиэлПроф;https://ekb.cian.ru/sale/flat/290322981/;Екатеринбург;sale;flat;1;4;2;43.5;3499000;1960;28.0;6.0;+79126920013;Чкаловский;переулок Сухумский;;
Первостроитель;https://ekb.cian.ru/sale/flat/283242691/;Екатеринбург;sale;flat;23;25;1;46.2;9820000;2022;15.0;17.0;+73432261789;Кировский;Мира;Геологическая;Проспект Мира. Компаунд
Обмен.рф - Брусника Обмен;https://ekb.cian.ru/sale/flat/293040426/;Екатеринбург;sale;flat;28;35;1;28.2;4670000;2020;14.0;-1;+79122631024;Железнодорожный;Готвальда;;Татлин
Стройтэк;https://ekb.cian.ru/sale/flat/279647317/;Екатеринбург;sale;flat;13;19;2;68.51;10070970;2023;29.0;20.0;+73432261693;Орджоникидзевский;проспект Космонавтов;Машиностроителей;Атмосфера
Столица;https://ekb.cian.ru/sale/flat/289372856/;Екатеринбург;sale;flat;3;16;2;50.0;6490000;2016;20.0;17.0;+79826325718;Орджоникидзевский;Республиканская;;
Первостроитель;https://ekb.cian.ru/sale/flat/292867899/;Екатеринбург;sale;flat;2;25;2;59.1;10154000;2022;29.0;13.0;+73432261789;Кировский;Мира;Геологическая;Проспект Мира. Компаунд
Принцип недвижимость;https://ekb.cian.ru/sale/flat/293169219/;Екатеринбург;sale;flat;18;27;2;69.5;8500000;2017;30.0;21.0;+79126009846;Ленинский;Краснолесья;Чкаловская;
Стройтэк;https://ekb.cian.ru/sale/flat/291485605/;Екатеринбург;sale;flat;3;32;3;73.54;10295600;2023;35.0;17.0;+73432261693;Орджоникидзевский;проспект Космонавтов;Машиностроителей;Атмосфера
Новосел;https://ekb.cian.ru/sale/flat/291714845/;Екатеринбург;sale;flat;6;12;2;61.0;6350000;2018;32.0;10.0;+79623860679;;;Чкаловская;
Стройтэк;https://ekb.cian.ru/sale/flat/287589379/;Екатеринбург;sale;flat;2;25;3;83.77;11090731;2025;40.0;20.0;+73432261779;Чкаловский;;;Грин Гарден ЖК
Принцип недвижимость;https://ekb.cian.ru/sale/flat/292490335/;Екатеринбург;sale;flat;6;33;2;69.0;10660000;2019;29.0;21.0;+79827408414;Ленинский;Московская;;
Корпорация Маяк;https://ekb.cian.ru/sale/flat/292748454/;Екатеринбург;sale;flat;2;11;2;79.7;13619100;2024;-1;24.0;+73432261663;Октябрьский;Декабристов;Геологическая;Архитектон
НОВОСЁЛ;https://ekb.cian.ru/sale/flat/291868169/;Екатеринбург;sale;flat;1;4;2;30.2;3200000;1963;17.0;6.0;+79126916859;Орджоникидзевский;Ползунова;Проспект Космонавтов;
Корпорация Маяк;https://ekb.cian.ru/sale/flat/281503682/;Екатеринбург;sale;flat;14;17;1;68.6;14674800;2024;-1;22.0;+73432261663;Октябрьский;Декабристов;Геологическая;Архитектон
Новосел;https://ekb.cian.ru/sale/flat/290864249/;Екатеринбург;sale;flat;7;29;3;75.0;11500000;2024;34.0;16.0;+79122627976;Центр;Азина;;Екатерининский парк
Первостроитель;https://ekb.cian.ru/sale/flat/268852441/;Екатеринбург;sale;flat;2;10;3;103.1;17937000;2021;53.0;20.0;+73432261789;Кировский;Мира;Геологическая;Проспект Мира. Компаунд
